11250	10391
8662	149428
6035	6364
6309	23087
608	2295
2149	83939
127703	3442
51247	8022
159296	26
2033	8970
55729	9620
80725	23299
246330	3493
9218	2649
55130	7410
23505	54517
10213	9620
6197	3786
79913	7410
4001	11259
6615	7625
3242	149428
9468	91647
79682	57606
83461	63916
3566	4807
8976	2811
91582	6161
78988	81494
54443	64400
30833	1778
55769	6161
2968	55718
90362	116444
4336	55260
220441	9595
5912	9965
6449	5050
5788	90362
4000	57659
59307	1105
3092	90655
55148	2967
28755	6674
53904	2207
54443	7357
10148	27253
389840	4685
78988	5896
51258	3822
84923	29089
53904	7141
57402	29057
54108	6626
1603	4336
79849	55770
23646	51727
137872	6626
5575	57418
55251	23008
137872	4685
51260	54675
6942	8321
11075	3308
10213	528
10481	6314
57097	1385
4616	9064
5989	85012
64400	84525
1565	3578
8645	5631
1231	54893
79682	51263
1503	974
54762	10195
127703	808
27341	128272
246330	3112
8662	10
3786	229
84807	10113
51132	84733
83939	55361
84904	57418
140850	55729
23087	9727
64432	8022
25970	64400
57369	10113
266747	59307
439	353323
229	6161
53904	23394
137872	55361
10417	89858
84904	49
5718	6305
10195	1953
50507	7410
1813	89848
489	5575
55906	2042
2967	27321
9761	9122
55280	54762
9891	4833
55906	3073
439	80218
3759	8140
58486	3575
3814	120071
26	124923
4675	79137
56255	3759
6285	158931
115294	4856
1120	2295
52	116173
5050	11067
26999	1053
6988	710
875	134359
1363	286
25766	135154
115207	54555
196472	55714
9446	23032
4901	9472
64399	9306
5238	54814
54443	1346
25766	91647
10644	22878
11250	10113
116444	84152
5411	55714
159296	144501
3759	55737
23646	54443
55280	7259
23568	6772
51650	5912
89970	2549
5073	79184
6615	153657
11075	6191
255631	3235
144501	4316
1629	1325
57621	78988
3092	9110
93034	51125
55096	29057
64399	55770
137872	57169
196472	8412
608	10644
10148	9764
10134	26227
267	23316
54893	7357
4675	9821
53904	9912
779	627
9126	79365
7753	115207
8976	518
25970	26528
5411	6595
51132	6615
8645	28755
6035	84904
1603	54754
908	65979
7288	128209
